id,result,dps,push,nuke,durable,disable,initial,healing,ac,var
2761900001,0.0,-0.06466666666666653,-0.22288888888888891,0.04444444444444446,-1.1111111111111112,-1.1666666666666667,-0.5,1.125,1.6204265472972614,1.7860085874119505
2761900002,0.0,1.066222222222222,0.7891111111111111,0.47777777777777786,-0.43333333333333335,-2.0,0.0,-6.25,-1.0735714682070006,2.766150300084444
2761900006,1.0,0.4115555555555558,0.10755555555555558,-0.5777777777777777,-0.47777777777777775,1.0,-1.125,-1.25,1.52561706654874,2.147514028783347
2761900008,1.0,-0.344888888888889,0.1884444444444443,0.8111111111111111,0.877777777777778,-0.3333333333333333,0.375,-1.875,-0.42523818907200966,1.8526950879114759
2761900009,1.0,-0.6224444444444442,0.943111111111111,-0.16666666666666666,-1.188888888888889,-0.5,-2.125,4.0,-0.353615650451286,2.7431445651354607
2761900010,0.0,-0.3191111111111114,-0.8642222222222223,-0.5,-1.2777777777777777,0.5,0.5,2.625,0.5825996266745525,2.440004445066835
2761900011,1.0,-0.3048888888888889,-0.46133333333333326,-0.1111111111111111,-0.5777777777777777,0.6666666666666666,0.0,-0.75,0.8085526934290433,2.8428048680714313
2761900013,0.0,0.10666666666666696,0.8584444444444446,1.2335811384723961e-17,-0.011111111111111096,0.16666666666666666,-0.375,5.875,1.4078212510357926,2.386604614043611
2761900022,0.0,-1.1904444444444442,0.21488888888888888,-1.5222222222222226,0.5555555555555555,2.6666666666666665,-0.75,2.5,0.6155670271282958,1.8397922619995295
2761900027,0.0,0.9451111111111113,0.9844444444444446,-0.6111111111111112,0.31111111111111106,0.3333333333333333,1.375,-0.375,0.646016138238154,2.278897089803348
2761900028,1.0,0.6413333333333334,0.5322222222222224,3.244444444444445,0.7222222222222223,-3.8333333333333335,0.5,0.0,-6.556462942061504,1.8953954651812763
2761900029,0.0,1.488222222222222,0.2657777777777778,0.4111111111111111,-0.47777777777777775,-0.3333333333333333,0.75,0.875,-0.8854802624244643,2.7044481824914497
2761900031,0.0,-0.281333333333333,0.2551111111111111,1.0222222222222221,0.32222222222222224,1.1666666666666667,0.5,3.25,0.3808781563208097,2.7578227313442585
2761900034,1.0,0.9504444444444443,-0.31288888888888866,-0.7555555555555555,-0.588888888888889,-0.3333333333333333,0.375,-3.0,0.9179125811664268,1.5665066438594288
2761900045,1.0,0.014444444444444711,-0.2486666666666667,0.6111111111111112,0.8888888888888888,2.0,0.375,-4.25,1.0659543266958595,2.977802258941458
2761900048,1.0,0.01200000000000022,-0.2582222222222225,-1.4,1.1,1.6666666666666667,-0.375,-2.625,2.022136063889822,2.181439707786269
2761900049,1.0,0.08177777777777803,-0.24444444444444452,-0.3666666666666667,-0.06666666666666662,-0.3333333333333333,-0.375,1.5,-1.2533820976215044,2.842029590731141
2761900050,1.0,0.42000000000000026,-0.789777777777778,-0.30000000000000004,-0.2222222222222222,1.3333333333333333,-1.0,1.875,2.316454207333693,1.705816917223312
2761900053,1.0,-0.35755555555555557,0.11177777777777788,-0.3333333333333333,0.2222222222222222,-1.0,0.5,-0.25,0.2774860899601861,2.758728438696257
2761900068,0.0,-0.40822222222222204,-1.3002222222222224,-2.033333333333333,-0.5111111111111112,1.1666666666666667,0.0,-2.625,1.8076230933879294,1.7883254078204893
2761900069,1.0,1.0815555555555552,-0.9704444444444447,0.8888888888888888,0.6555555555555556,0.16666666666666666,-3.0,1.125,-4.235786853055032,2.8221147919393728
2761900071,1.0,-0.10488888888888896,0.8242222222222223,-0.3888888888888889,0.788888888888889,-0.3333333333333333,0.125,-2.875,-3.352342238579134,2.2918475099400357
2761900072,1.0,0.07799999999999975,-0.21777777777777774,0.8999999999999999,-0.26666666666666666,-0.5,0.0,-0.625,0.14431731183059426,2.89192992260336
2761900073,1.0,0.41955555555555507,-0.5293333333333337,1.3777777777777778,-0.4111111111111111,0.6666666666666666,-0.875,-0.5,0.5895187183021445,2.576393446822078
2761900074,1.0,0.24399999999999988,0.09488888888888872,-2.4555555555555553,-0.4555555555555556,-0.8333333333333334,-1.625,0.625,-0.33039321231821606,3.0514603646203424
2761900075,1.0,0.5179999999999997,1.5026666666666666,1.1888888888888889,0.7444444444444445,-1.8333333333333333,0.875,-2.625,-0.7163093367731936,2.719095001841925
2761900076,0.0,0.138,0.8393333333333333,0.7111111111111112,-1.4333333333333331,-2.0,-2.0,-2.125,-0.02843418038111567,1.5219217474655464
2761900085,1.0,0.14133333333333276,-0.599111111111111,-0.5,-0.38888888888888884,-0.3333333333333333,0.25,-2.5,0.05375921351894075,2.0603035708926014
2761900086,0.0,-0.6482222222222218,0.429333333333333,1.5666666666666667,-0.08888888888888889,3.1666666666666665,-0.25,-4.0,-0.6779620490795106,2.3359165104007054
2761900087,1.0,0.21355555555555586,0.5304444444444445,1.0333333333333334,-0.2888888888888889,2.3333333333333335,0.625,-3.0,1.097887739344503,1.927042386761705
2761900089,0.0,-0.1375555555555555,-0.6373333333333334,-0.41111111111111115,1.3888888888888888,-0.8333333333333334,-1.25,2.25,1.4707259207169026,1.8061546665776538
2761900090,0.0,-0.20822222222222186,0.40133333333333304,0.4555555555555556,-0.2777777777777778,-1.0,0.25,-1.25,-1.724341664129361,2.420546622520017
2761900096,0.0,-0.822,0.27800000000000014,-0.30000000000000004,-0.12222222222222226,-1.3333333333333333,0.5,1.625,0.99207566100914,2.225536451853862
2761900105,1.0,-0.14511111111111097,-0.10266666666666673,1.2777777777777777,-0.2222222222222222,0.5,0.625,-0.75,-1.6487936297996986,2.466644252126579
2761900106,0.0,0.16577777777777833,-0.054888888888889195,-0.04444444444444447,-0.6555555555555556,-0.16666666666666666,0.0,-3.625,0.2630527895279237,2.77163249636119
2761900107,0.0,-1.270888888888889,1.2702222222222224,-0.8444444444444446,0.47777777777777786,1.1666666666666667,0.375,1.125,-0.1232028578403403,3.5857274779532986
2761900108,0.0,-1.110222222222222,-0.30066666666666675,1.788888888888889,-0.8333333333333335,-0.16666666666666666,-0.125,4.875,2.7678854222569362,2.9701373244420037
2761900113,0.0,-0.6835555555555556,0.2282222222222223,-0.9111111111111112,0.24444444444444446,-0.5,0.875,-1.0,-2.27263366611722,2.9019867305222093
2761900114,1.0,-0.7397777777777772,-0.4539999999999996,-1.0333333333333334,1.2335811384723961e-17,0.0,1.625,-2.75,-0.2511430588903829,1.5518748763934502
2761900115,0.0,-0.4035555555555556,-1.3057777777777781,-0.7666666666666667,-0.28888888888888886,1.3333333333333333,-0.375,-2.625,3.7746129756968885,1.800535531576734
2761900116,0.0,0.9688888888888891,0.5051111111111108,0.8333333333333334,-0.3444444444444445,0.16666666666666666,-0.75,-3.125,0.9124272424997424,2.2771364433297077
2761900117,1.0,-0.12888888888888875,0.3924444444444444,-0.9888888888888889,0.4,0.16666666666666666,0.625,-5.375,0.7125866770341431,2.409327017986606
2761900118,0.0,0.23399999999999943,-0.6002222222222221,-3.5555555555555554,0.5,-2.1666666666666665,-1.25,0.0,0.12751981979269258,3.3666680004188256
2761900119,0.0,-0.40577777777777774,-0.13422222222222224,-0.5666666666666668,-0.9444444444444446,-1.5,-0.125,3.25,1.7439536476065007,2.4552656965794006
2761900125,0.0,0.6673333333333336,-1.2342222222222223,0.6000000000000001,0.05555555555555555,-0.6666666666666666,-0.875,2.875,0.9895049337609317,2.794344148641402
2761900126,1.0,0.22022222222222212,0.18400000000000022,2.744444444444444,0.2777777777777778,0.16666666666666666,2.0,-0.25,-0.27337005685439975,3.0297394994372575
2761900127,1.0,-1.403333333333333,0.8091111111111109,0.7222222222222223,0.2777777777777778,1.1666666666666667,-1.0,-1.125,-0.9823768916101856,2.785162009711639
2761900129,1.0,-1.4737777777777772,-0.009333333333333367,0.27777777777777773,0.3111111111111111,-0.6666666666666666,2.375,6.375,-1.2063325657563677,2.690233602710853
2761900130,1.0,0.774222222222222,-0.6224444444444449,0.5888888888888889,-0.13333333333333333,0.5,0.0,-1.125,0.4960942755800264,2.9815801958747787
2761900136,0.0,-1.1520000000000001,0.322222222222222,-1.2666666666666666,-1.588888888888889,1.8333333333333333,0.875,-1.75,-0.7598912389111091,2.2614050281522204
2761900138,0.0,-0.18000000000000005,0.9033333333333332,0.7666666666666667,0.3222222222222222,-0.6666666666666666,1.0,-2.375,-3.165651714282853,1.6513268183563565
2761900140,1.0,1.1837777777777778,1.7493333333333334,1.0111111111111113,0.7777777777777778,-0.8333333333333334,0.375,-0.5,4.685110445112022,1.7664063306903315
2761900149,0.0,-0.3073333333333331,0.17533333333333337,-1.3333333333333333,-1.1333333333333333,-0.3333333333333333,0.0,-0.25,0.8339442099157791,3.2122723910291504
2761900150,1.0,-1.762,-0.010222222222222696,-2.488888888888889,-0.04444444444444451,-0.16666666666666666,-1.125,0.375,-0.5813667112533852,2.4988976073870224
2761900155,1.0,1.1391111111111112,-0.8513333333333333,0.7333333333333334,-0.23333333333333328,0.0,0.0,-0.25,4.94725717551679,3.0423376288783857
2761900156,0.0,-1.7671111111111109,-0.1546666666666665,-0.7,-0.6888888888888888,-0.6666666666666666,1.625,-1.25,0.5707261131787595,2.6694994353166273
2761900157,0.0,-0.6746666666666666,0.7064444444444445,2.2666666666666675,-0.9000000000000001,-0.8333333333333334,-1.25,1.5,1.0582814103063267,3.1588942677318266
2761900169,0.0,0.10377777777777772,-0.7199999999999998,-1.0444444444444445,0.5888888888888889,0.8333333333333334,0.25,-4.375,-2.748695271493878,2.4347706591885374
2761900174,0.0,0.8260000000000001,0.1853333333333334,-1.0333333333333334,-1.6333333333333333,0.6666666666666666,-0.5,0.625,-3.1407676375182922,2.7164159515779365
2761900175,0.0,0.9504444444444441,-0.018666666666666845,-0.18888888888888888,0.8222222222222222,-0.5,1.375,3.625,2.4470817977434667,2.150401599696318
2761900180,0.0,-0.1117777777777779,1.0135555555555555,-1.1222222222222225,-0.6111111111111112,0.8333333333333334,0.75,-5.5,-0.5598555045265101,2.4126823632159033
