id,result,dps,push,nuke,durable,disable,initial,healing,ac,var,theta
2761900032,0.0,7.8755555555555565,5.656222222222223,7.122222222222224,8.144444444444444,7.666666666666667,8.0,0.0,0.0,0.0,0.0
2761900093,0.0,6.715999999999998,5.188222222222222,6.48888888888889,7.6000000000000005,7.833333333333333,8.75,4.5,0.0,0.0,0.0
2761900142,0.0,7.175777777777778,5.53,7.48888888888889,7.577777777777778,7.833333333333333,8.75,2.5,0.0,0.0,0.0
2761900184,0.0,6.759555555555556,4.049777777777778,6.822222222222222,6.199999999999999,8.666666666666666,9.25,3.125,0.0,0.0,0.0
2761900187,0.0,7.186000000000001,4.2799999999999985,6.055555555555555,7.88888888888889,7.666666666666667,7.875,8.0,0.0,0.0,0.0
2761900215,0.0,7.54222222222222,5.318888888888889,7.800000000000001,8.6,8.0,7.875,7.25,0.0,0.0,0.0
2761900228,0.0,7.667333333333334,5.0553333333333335,6.788888888888889,7.533333333333333,7.5,8.375,4.0,0.0,0.0,0.0
2761900232,0.0,7.049777777777778,5.362888888888889,7.7444444444444445,7.566666666666667,6.666666666666667,8.0,2.25,0.0,0.0,0.0
2761900276,0.0,7.708222222222223,4.889777777777779,8.177777777777779,8.144444444444444,7.666666666666667,8.5,6.0,0.0,0.0,0.0
2761900279,0.0,7.154222222222223,6.0122222222222215,7.433333333333334,8.555555555555554,7.5,8.875,2.5,0.0,0.0,0.0
2761900295,0.0,8.372888888888887,5.325555555555557,8.11111111111111,8.433333333333334,8.166666666666666,8.375,1.375,0.0,0.0,0.0
2761900360,0.0,8.074888888888887,4.8471111111111105,7.444444444444445,8.488888888888889,7.666666666666667,7.5,6.375,0.0,0.0,0.0
2761900396,0.0,6.893333333333334,4.348888888888889,6.844444444444445,8.299999999999999,8.166666666666666,8.875,5.0,0.0,0.0,0.0
2761900408,0.0,7.033111111111111,4.956222222222221,6.444444444444445,7.177777777777779,6.666666666666667,8.875,4.375,0.0,0.0,0.0
2761900426,0.0,7.052222222222223,4.401777777777777,7.344444444444444,7.344444444444444,8.5,8.875,4.75,0.0,0.0,0.0
2761900508,0.0,7.3324444444444445,5.711111111111111,7.533333333333333,8.322222222222221,8.666666666666666,8.375,3.375,0.0,0.0,0.0
