id,result,dps,push,nuke,durable,disable,initial,healing,ac,var,theta
2761900032,1.0,7.490222222222221,6.507333333333333,6.9444444444444455,8.7,6.833333333333333,7.75,4.75,-3.966474856814587,3.1736519295998407,0.28479999999999883
2761900093,0.0,7.164444444444445,5.77288888888889,6.677777777777778,7.400000000000001,7.5,8.5,3.25,0.7506142861247722,2.2639731646598253,0.8379999999999992
2761900142,0.0,7.1448888888888895,5.2764444444444445,7.711111111111112,8.088888888888889,8.0,8.0,4.25,-1.5002370280333919,2.5923071037069385,-0.008000000000000007
2761900184,1.0,7.075555555555556,5.0955555555555545,7.177777777777779,8.61111111111111,7.666666666666667,7.875,6.75,1.084397979548507,2.488804730011373,0.1399999999999988
2761900187,1.0,7.085111111111111,6.0086666666666675,6.5777777777777775,6.011111111111111,4.666666666666667,4.625,7.375,-0.8188565397700178,1.7501391764594751,0.019999999999998685
2761900215,1.0,6.969111111111111,5.514666666666667,7.38888888888889,7.955555555555555,8.833333333333334,9.0,2.5,-0.8402460171315873,2.493072895107052,0.7620000000000005
2761900228,0.0,7.190666666666668,4.243555555555556,6.666666666666667,7.966666666666667,8.166666666666666,7.25,6.625,-1.368271761597199,2.0497704263418055,-0.3022999999999989
2761900232,1.0,6.559555555555555,6.118888888888888,7.711111111111112,6.611111111111112,7.0,7.875,7.25,2.0092276304256327,2.1201241124529924,0.21200000000000063
2761900276,0.0,7.12488888888889,5.472666666666667,6.699999999999999,7.944444444444445,7.333333333333333,8.875,4.5,-0.5291910125647181,1.9905389733607226,-0.6661000000000001
2761900279,1.0,7.490444444444446,5.246444444444445,7.433333333333334,7.888888888888889,7.333333333333333,7.625,3.75,-0.7540898140638645,2.6499657258218585,0.3096000000000023
2761900295,1.0,7.116444444444444,5.898000000000001,7.655555555555556,6.766666666666667,8.666666666666666,7.5,3.5,1.5733684384707765,3.1423209874429805,0.02039999999999953
2761900360,1.0,7.887555555555555,6.222444444444445,7.366666666666666,7.444444444444445,8.5,7.0,3.125,-3.339153284849634,2.1485996694783647,1.3039999999999994
2761900396,1.0,6.955111111111112,5.531333333333333,8.122222222222222,7.522222222222222,8.333333333333334,8.0,3.25,0.07971552606371074,2.512608665568599,-0.7214
2761900408,0.0,7.073777777777778,5.511777777777778,8.055555555555555,8.577777777777778,7.833333333333333,8.0,2.875,1.0499086350655815,2.506103589098929,-0.6040000000000001
2761900426,1.0,7.278888888888888,5.33688888888889,7.6333333333333355,8.8,8.5,8.375,3.375,0.5174818817361732,2.629816943175881,1.0824999999999996
2761900508,0.0,7.285555555555557,5.697555555555555,6.7555555555555555,8.033333333333333,7.0,8.0,6.625,-4.354466949818587,2.066510602288543,0.0658000000000003
2761900513,1.0,6.658444444444445,5.307111111111112,6.98888888888889,7.644444444444446,8.0,8.75,2.5,0.12578829622950527,2.5973990902627166,-0.20489999999999942
2761900525,0.0,7.483555555555558,5.6962222222222225,8.61111111111111,8.444444444444445,8.0,8.0,6.5,-0.7220768376999445,1.727984517480229,-0.39400000000000013
2761900537,0.0,7.864,4.607555555555555,6.888888888888889,7.3999999999999995,8.666666666666666,8.75,2.375,4.6038600118928805,2.6086209808089706,0.7216000000000005
2761900539,0.0,7.540222222222222,4.260222222222223,6.955555555555556,8.233333333333333,8.5,8.0,7.375,-1.6765257896336163,2.5362674161514644,0.36130000000000084
2761900562,1.0,7.126444444444445,5.201777777777777,7.155555555555556,7.344444444444444,7.333333333333333,8.75,5.5,-0.43692719280580655,1.9460168872483135,0.09279999999999955
2761900574,0.0,7.535777777777778,6.340666666666667,7.944444444444445,7.455555555555555,6.5,8.875,4.75,1.5066723321839683,2.650021997845538,-0.5399999999999991
2761900591,0.0,7.313111111111111,4.81,7.677777777777779,8.1,8.5,8.0,7.375,0.4475593836097894,1.658629836210747,0.7859999999999996
2761900608,0.0,7.283555555555556,5.649555555555556,8.266666666666666,7.322222222222223,8.166666666666666,8.375,5.375,-1.4907478239117484,2.4481118041551406,0.9239999999999995
2761900612,0.0,7.088444444444445,5.489999999999999,7.7777777777777795,8.677777777777779,7.333333333333333,8.75,3.375,0.8551088398786706,2.1818422437746454,0.45199999999999907
2761900637,1.0,7.349333333333332,5.846888888888889,7.311111111111111,8.244444444444445,8.0,8.75,2.5,-0.5001194346605867,2.4579986257063147,0.9039999999999999
2761900642,0.0,6.973333333333334,4.002222222222222,6.988888888888889,8.488888888888887,7.833333333333333,8.375,6.875,-6.435016695732054,1.8719822935142953,-0.26200000000000045
