id,result,dps,push,nuke,durable,disable,initial,healing,ac,var
2761900032,1.0,0.2394895869957209,1.3457211734014978,0.39421902401594994,1.240505912205864,-0.2437157769819788,0.39044665603681517,4.9431505788047545,-3.966474856814587,3.302703025837111
2761900093,0.0,2.102239016657058,1.8906353720297224,1.7576399439879467,1.5871847463153825,1.4935666295668353,1.805262458262689,-0.3266212144037193,0.7506142861247722,2.533715718389652
2761900142,0.0,-0.0472553579538276,-0.2659057724008125,0.2048508012138612,0.49320635700161664,0.14857143644962387,-0.7691428488085563,1.7422857176443132,-1.5002370280333919,2.589344468306842
2761900184,1.0,0.5926653344946166,1.2286600607902658,0.6355182281945876,2.707293843355421,-0.6733768819211289,-1.0325456593611846,3.822473670879317,1.084397979548507,2.5385741888607054
2761900187,1.0,-0.060114396665227915,1.7580627771534818,0.5583173620994427,-1.838063600129226,-2.9647620006475677,-3.2142858114671298,-0.5810715481045692,-0.8188565397700178,1.7551395605000217
2761900215,1.0,1.0003410072794243,1.3704514309171938,1.235807807312697,1.1506610335741905,2.6585580307818115,2.9547425803629546,-3.692815398012515,-0.8402460171315873,2.7633947696034156
2761900228,0.0,-1.1179214111158677,-1.213107473437083,-0.7029490252374208,-0.23562941663050008,-0.009489231146239932,-1.7993576108506384,2.1664368246215666,-1.368271761597199,1.9613046159417953
2761900232,1.0,-0.07817981203029875,1.1036275635968171,0.43460614657993346,-0.5263026609694099,0.7471115937886301,0.355638772053257,5.287626351779902,2.0092276304256327,2.184313961272513
2761900276,0.0,-1.990564929536887,-0.4002062370690714,-2.889246943845104,-1.7263684484432316,-1.7563978398239153,-1.2733830533515902,-2.496145154543407,-0.5291910125647181,1.8016946159089993
2761900279,1.0,0.9835128935198796,-0.26814747519322646,0.6571030167950908,0.06017374055062384,0.4889630249786592,-0.5207040508664349,1.526248465580896,-0.7540898140638645,2.7670935603178997
2761900295,1.0,-1.2113042293801017,0.6051529994649565,-0.4096071142078876,-1.6223696492152153,0.5490570039758401,-0.8287358452604083,2.1392071026365675,1.5733684384707765,3.151478582681062
2761900360,1.0,2.752316175505522,3.4139066649560297,2.6498417703854065,1.8898439517040986,3.8105924800530886,2.1703252140682343,-1.500476583886329,-3.339153284849634,2.544286557226417
