id,result,dps,push,nuke,durable,disable,initial,healing,ac,var,theta
2761900047,1.0,7.492888888888889,5.334000000000001,6.555555555555555,7.577777777777778,8.166666666666666,8.375,3.25,-1.237146743732952,2.1280336785071494,-0.33440000000000136
2761900051,0.0,7.225333333333334,5.149111111111112,6.788888888888889,7.833333333333332,7.333333333333333,7.875,4.0,2.425466218418809,1.7721719297569463,-0.21719999999999917
2761900067,1.0,7.120444444444445,4.509777777777778,7.811111111111111,8.344444444444443,6.666666666666667,7.625,7.875,-1.948338247546077,1.8070683334581406,0.03999999999999915
2761900088,0.0,7.203111111111111,5.7568888888888905,7.855555555555556,8.066666666666668,8.166666666666666,9.0,4.0,-2.244403054204205,2.246029774991189,1.3896000000000006
2761900092,1.0,7.154666666666667,5.849777777777779,7.7555555555555555,8.033333333333333,7.333333333333333,7.875,2.375,-0.6206365688920514,2.9284285718874346,0.5959999999999992
2761900121,1.0,6.273111111111111,5.324222222222222,6.866666666666667,7.366666666666666,7.666666666666667,6.75,3.25,0.8675255063560916,1.868755491184404,-0.46579999999999977
2761900137,0.0,7.038,6.375111111111113,6.9222222222222225,7.98888888888889,6.833333333333333,8.5,3.0,0.1141518488210691,2.097606711452794,0.004899999999999238
2761900204,1.0,7.23288888888889,5.276,7.055555555555556,7.522222222222222,7.333333333333333,8.375,4.625,0.8445556603011621,1.7240714860828839,-0.11599999999999966
2761900214,1.0,7.2811111111111115,5.398444444444445,7.388888888888889,8.155555555555555,7.333333333333333,8.375,4.625,0.25537661821453084,2.7280026648965245,-1.7797
2761900219,1.0,6.8902222222222225,4.958222222222222,6.155555555555556,7.766666666666666,7.5,7.875,4.375,-2.4835803266791032,1.7662254463840221,-0.4400000000000004
2761900250,0.0,7.447111111111111,5.741111111111112,6.933333333333334,8.033333333333333,7.333333333333333,7.625,8.125,1.8466446613816574,1.8983059173044614,0.5183999999999997
2761900256,1.0,7.056,4.860444444444443,6.488888888888889,7.7333333333333325,8.333333333333334,8.5,5.375,-0.36950613779631536,1.7206420690903657,-0.9219999999999997
2761900262,1.0,7.356888888888889,5.490444444444445,8.255555555555555,7.700000000000001,8.166666666666666,8.375,1.875,-0.5463106659626165,3.027425976746516,0.5162000000000004
2761900313,1.0,7.421555555555555,5.104666666666668,7.200000000000001,7.7333333333333325,7.833333333333333,8.875,3.25,-2.3481872818199,2.405820245833344,0.3075000000000001
2761900347,0.0,8.376888888888889,4.948222222222223,8.3,7.722222222222222,8.166666666666666,8.5,4.75,-1.701538070010618,2.234891701953171,-0.36680000000000046
2761900353,0.0,7.831555555555557,3.431333333333333,6.866666666666666,7.855555555555556,7.0,8.0,4.5,1.5856016253861986,2.018084854002464,0.9400000000000013
2761900409,0.0,7.031111111111111,5.477333333333333,7.155555555555556,8.422222222222224,8.0,7.625,8.0,-1.5503293985141138,1.4731859191896086,-0.613999999999999
2761900425,0.0,7.821999999999999,4.831555555555556,7.1000000000000005,8.188888888888888,8.166666666666666,8.75,2.25,0.4535720113099369,2.9986272917654557,0.47000000000000064
2761900455,0.0,7.382000000000001,5.1339999999999995,7.433333333333334,7.722222222222222,8.333333333333334,8.375,3.25,0.05044959387054948,2.6412998742791656,-0.19380000000000042
2761900458,0.0,7.779777777777777,5.888444444444445,8.533333333333333,7.8999999999999995,7.5,8.75,4.5,0.879152884205782,1.8230860180040156,-1.2859999999999996
2761900484,0.0,7.466,5.691111111111112,7.255555555555556,7.233333333333334,8.166666666666666,8.375,4.125,0.690397494475727,2.633083836103261,1.0036000000000005
2761900487,0.0,8.071777777777777,4.883111111111112,7.944444444444445,8.433333333333334,7.833333333333333,7.375,7.125,-0.375723471935701,1.788574439976391,-0.005799999999998917
2761900494,0.0,7.20088888888889,5.748,7.033333333333334,7.522222222222222,8.333333333333334,8.0,2.5,0.31692696598008974,2.3608858221805877,-0.3639999999999999
2761900505,1.0,7.349333333333334,6.220000000000001,8.244444444444445,8.2,8.166666666666666,8.0,4.625,0.45209865086484624,2.757650427246856,-0.6619999999999999
2761900559,1.0,6.961111111111112,5.766888888888889,7.222222222222222,7.066666666666667,6.666666666666667,8.875,5.25,-1.0265339166848237,2.0474141121759453,-0.6479999999999997
2761900561,0.0,7.173333333333334,4.752666666666666,7.511111111111112,7.888888888888889,7.833333333333333,8.75,4.0,-1.1581508931035192,2.323462955045453,1.5634000000000015
2761900568,1.0,7.318666666666668,5.435333333333333,7.222222222222222,8.11111111111111,7.666666666666667,8.0,2.0,1.5913390158807057,2.8733317824504665,0.0
2761900577,0.0,6.998444444444445,4.972222222222222,7.788888888888888,8.3,7.833333333333333,9.0,6.375,-0.1656319220402116,2.2071685548218727,0.7576
2761900621,0.0,7.343555555555556,5.628444444444445,7.155555555555556,7.7333333333333325,8.333333333333334,8.0,5.0,2.914768700241198,2.0844394629682923,-0.19900000000000073
2761900627,1.0,7.2282222222222225,5.47488888888889,7.566666666666667,8.622222222222222,7.666666666666667,8.625,7.875,-2.3598514659167837,1.4454235692462705,0.5386000000000006
2761900634,1.0,7.764888888888887,5.3613333333333335,6.777777777777778,6.711111111111111,7.333333333333333,8.25,2.125,1.013265175403787,3.1496014264977386,-1.338799999999999
2761900638,1.0,7.484444444444446,5.109555555555556,8.833333333333334,8.655555555555557,7.833333333333333,8.375,2.25,0.7541741146653663,2.956463152407983,0.07000000000000028
2761900646,1.0,7.308000000000001,5.958444444444445,7.077777777777778,7.699999999999999,7.666666666666667,8.75,3.25,-0.3432077901228186,2.335690897663847,0.8261999999999983
2761900685,0.0,7.468,5.803777777777778,8.877777777777776,8.477777777777778,8.166666666666666,7.875,2.875,3.6185900253246843,2.461746912869345,0.6520000000000001
2761900744,0.0,8.074,5.649333333333334,8.466666666666667,8.655555555555557,7.333333333333333,7.25,3.625,-6.488089795190074,2.3541069538711596,-0.07319999999999816
2761900752,1.0,7.827777777777777,4.885555555555556,7.766666666666666,7.2666666666666675,8.0,9.0,4.75,0.013282997584620926,2.141613256630593,-1.1819999999999995
2761900776,0.0,6.629111111111111,5.2477777777777765,5.933333333333334,7.7333333333333325,8.166666666666666,8.5,2.375,1.0629961407953898,3.180115226468299,0.5836000000000006
2761900802,0.0,7.171555555555557,5.416222222222222,7.1,7.433333333333334,8.666666666666666,8.75,3.25,3.286469363736553,2.2602152150496977,-0.30879999999999974
2761900819,1.0,7.213777777777777,5.064666666666666,6.877777777777777,6.855555555555555,7.0,8.25,5.25,-0.44543890799771113,2.249719707539731,1.7389999999999999
2761900838,1.0,7.506666666666667,5.487777777777777,7.155555555555556,8.444444444444445,8.0,8.0,2.375,0.3766835766446899,2.926225756722521,0.4935999999999998
2761900858,1.0,7.450444444444445,5.500666666666667,7.511111111111112,7.655555555555556,7.5,7.875,7.625,-2.143660675015077,1.7437165021467527,-0.5620999999999992
2761900898,0.0,7.115555555555555,5.008444444444445,6.300000000000001,7.177777777777777,7.5,7.25,2.375,-1.24524366283387,2.707068990567898,-0.9248999999999992
2761900917,0.0,6.547777777777778,5.5422222222222235,8.11111111111111,8.377777777777778,7.833333333333333,8.75,2.125,1.3287294626802781,2.9059966263095145,-0.3872000000000009
2761900954,0.0,6.857777777777778,4.0315555555555544,6.822222222222223,8.399999999999999,8.166666666666666,8.75,7.375,0.8473381672516133,2.3979898647689053,-1.5620000000000003
2761900956,0.0,7.091111111111111,4.938,6.011111111111111,7.866666666666666,7.0,8.875,3.25,0.38140197905114714,2.1294945237106893,-0.14400000000000013
2761901004,0.0,7.333555555555555,5.533555555555556,7.655555555555555,7.477777777777778,5.666666666666667,7.875,4.25,1.6119012910539392,1.8760726233139977,-1.070899999999999
2761901009,0.0,7.946444444444443,5.011333333333333,7.822222222222223,7.944444444444445,6.833333333333333,7.25,2.375,-0.40701760117029834,2.3972237820566695,0.8288000000000011
2761901092,1.0,7.837999999999998,5.645777777777778,7.644444444444444,7.355555555555556,7.666666666666667,9.0,4.75,-1.255928736560209,2.4580324976601107,-0.4066000000000001
2761901132,1.0,7.459777777777777,6.077777777777778,7.677777777777777,8.31111111111111,7.166666666666667,7.25,2.375,-0.0015227467714298282,2.892450213792973,1.9592
2761901138,0.0,6.727333333333332,5.735777777777777,7.422222222222222,8.522222222222222,5.833333333333333,8.375,6.375,2.269736995337356,2.3302164928577187,0.17400000000000038
2761901172,1.0,7.544222222222223,4.746444444444445,6.677777777777778,8.133333333333333,8.333333333333334,7.875,2.375,1.2981543245880425,2.742699287479448,0.4479999999999986
2761901178,1.0,7.080222222222222,5.208666666666667,7.933333333333333,6.911111111111111,7.833333333333333,8.25,5.0,1.3636769823750226,2.21096914156972,-1.8537
2761901192,0.0,7.290444444444443,5.206666666666667,6.288888888888889,7.444444444444445,8.166666666666666,7.5,4.25,2.003388531330565,2.7385203740192043,0.6120000000000001
2761901225,1.0,7.833555555555555,5.270444444444444,8.233333333333333,7.944444444444445,5.5,7.875,4.625,-0.6418414054688137,2.4138866957692438,-1.9520000000000008
2761901242,1.0,7.3420000000000005,5.975777777777778,8.277777777777779,7.2666666666666675,6.333333333333333,7.25,4.625,-1.5960056324434384,2.5567961590747466,0.3938000000000006
2761901246,0.0,7.626888888888889,4.356222222222222,7.777777777777778,8.488888888888889,6.666666666666667,7.625,6.375,4.2081088921481475,1.9448185393726571,0.02880000000000127
2761901272,0.0,7.150444444444444,5.208444444444445,7.411111111111111,8.177777777777777,8.5,8.375,2.25,1.0194722931981095,2.589633455049358,-1.4179999999999993
2761901316,0.0,7.510888888888889,5.1562222222222225,8.011111111111113,7.800000000000002,8.166666666666666,8.375,4.25,1.785218247263711,1.8642467833875853,0.019999999999999574
2761901347,1.0,6.702666666666668,5.540222222222223,7.577777777777778,7.355555555555556,7.833333333333333,8.75,5.0,-0.2913425431393477,1.824941573158948,0.6901999999999999
2761901391,1.0,6.938222222222222,5.008888888888889,7.222222222222222,7.366666666666666,7.166666666666667,8.375,3.25,-0.5230819970262818,2.027421985891721,-0.7991999999999999
2761901392,1.0,7.77,5.601333333333334,7.355555555555558,7.833333333333333,7.0,8.5,5.0,-1.2417235131854385,1.998265802960851,1.2212000000000005
2761901407,0.0,8.305555555555554,5.330222222222222,7.077777777777778,9.055555555555557,7.5,8.75,3.625,-1.4922272794261888,3.4111570645612916,0.8039999999999994
2761901417,1.0,6.399111111111112,4.477333333333333,7.444444444444446,7.055555555555555,7.333333333333333,8.5,4.625,1.4498999132253847,1.8994460764689496,0.3392999999999997
2761901420,0.0,7.312888888888889,5.09911111111111,7.300000000000001,7.177777777777779,8.5,8.375,6.625,-2.8623785635790715,1.565441340026913,0.18200000000000127
2761901438,0.0,7.25088888888889,6.211111111111111,8.677777777777779,7.911111111111111,8.666666666666666,8.75,2.375,-1.4022638771026852,2.507310046330596,-0.3846999999999996
2761901463,0.0,7.084666666666667,5.793555555555556,8.055555555555555,7.322222222222223,7.833333333333333,7.875,4.75,-1.6603652359055385,2.322879085854765,-0.9019999999999992
2761901495,1.0,7.118666666666668,5.530000000000001,8.244444444444445,8.533333333333333,7.5,8.875,4.0,-0.37227952335761016,2.218313219604127,0.43400000000000016
2761901539,0.0,7.600666666666667,5.801777777777779,8.377777777777778,7.955555555555555,7.0,8.375,8.125,-0.36733369415650885,2.326682537986022,0.5879999999999992
2761901579,1.0,8.29688888888889,4.855111111111111,6.5888888888888895,7.277777777777778,6.666666666666667,7.5,4.25,2.396070017520717,2.12385702442511,1.5200000000000005
2761901604,1.0,8.02511111111111,3.9324444444444446,6.433333333333334,7.844444444444444,8.5,9.125,2.5,-4.908783962043182,2.8146760318056434,0.06400000000000006
2761901622,1.0,7.530444444444446,6.212000000000001,7.788888888888888,8.266666666666666,7.666666666666667,7.5,5.0,-4.971911740474437,2.878303468869557,1.4447999999999999
2761901624,1.0,7.119111111111112,5.024888888888889,7.888888888888889,7.033333333333333,6.666666666666667,7.875,4.75,-0.7521296383510123,1.947805773423463,-0.008000000000000007
2761901637,1.0,6.696444444444444,5.510666666666666,7.655555555555556,8.366666666666667,7.166666666666667,8.75,2.375,1.6444595227846082,2.8336184993957065,-0.2699999999999987
